Name,City,Country,FAA,ICAO,Latitude,Longitude,Altitude,Timezone,DST,Color
Chimoio Airport,Chimoio,Mozambique,VPY,FQCH,-19.151267,33.428958,2287,2,U,142
Bazaruto Island Airport,Bazaruto Island,Mozambique,BZB,\N,-21.542778,35.473056,500,2,U,142
Benguera Island Airport,Benguera Island,Mozambique,BCW,\N,-21.849167,35.436944,50,2,U,142
Indigo Bay Lodge Airport,Indigo Bay Lodge,Mozambique,IBL,\N,-21.707222,35.452222,50,2,U,142
Cuamba,Cuamba,Mozambique,FXO,FQCB,-14.8175,36.528333,1931,2,N,142
Kalay Airport,Kalemyo,Myanmar,KMV,VYKL,23.188811,94.051094,499,6.5,U,143
Windhoek Hosea Kutako International Airport ,Windhoek,Namibia,WDH,FYWV,-22.486667,17.4625,5640,1,S,144
Eros Airport,Windhoek,Namibia,ERS,FYWE,-22.6122,17.0804,5575,1,S,144
Swakopmund Airport,Swakopmund,Namibia,SWP,FYSM,-22.6619,14.5681,207,1,S,144
Oranjemund Airport,Oranjemund,Namibia,OMD,FYOG,-28.5847,16.4467,14,1,S,144
Ondangwa Airport,Ondangwa,Namibia,OND,FYOA,-17.8782,15.9526,3599,1,S,144
Luderitz Airport,Luderitz,Namibia,LUD,FYLZ,-26.6874,15.2429,457,1,S,144
Katima Mulilo Airport,Mpacha,Namibia,MPA,FYKM,-17.6344,24.1767,3144,1,S,144
Walvis Bay Airport,Walvis Bay,Namibia,WVB,FYWB,-22.9799,14.6453,299,1,S,144
Grootfontein,Grootfontein,Namibia,GFY,FYGF,-19.602167,18.122667,4636,1,S,144
Rundu,Rundu,Namibia,NDU,FYRU,-17.956461,19.719439,3627,1,S,144
Ulusaba Airstrip,Ulusaba,Namibia,ULX,\N,-24.782766,31.353929,1470,2,S,144
Okaukuejo Airport,Okaukuejo,Namibia,OKF,FYOO,-19.1492,15.9119,3911,1,S,144
Mokuti Lodge Airport,Mokuti Lodge,Namibia,OKU,FYMO,-18.8128,17.0594,3665,1,S,144
Tsumeb Airport,Tsumeb,Namibia,TSB,FYTM,-19.1542,17.4357,4353,1,U,144
Keetmanshoop,Keetmanshoop,Namibia,KMP,FYKT,-26.5397,18.1114,3506,1,U,144
Terrace Bay,Terrace Bay,Namibia,TCY,\N,-19.9705556,13.0244444,0,1,N,145
Nauru Intl,Nauru,Nauru,INU,ANYN,-0.547458,166.9191,22,12,U,146
Bhairahawa,Bhairawa,Nepal,BWA,VNBW,27.505703,83.41625,358,5.75,N,146
Tribhuvan Intl,Kathmandu,Nepal,KTM,VNKT,27.696583,85.3591,4390,5.75,N,146
Pokhara,Pokhara,Nepal,PKR,VNPK,28.200881,83.982056,2712,5.75,N,146
Simara,Simara,Nepal,SIF,VNSI,27.159456,84.980122,450,5.75,N,146
Biratnagar,Biratnagar,Nepal,BIR,VNVT,26.481453,87.264036,236,5.75,N,146
Lukla,Lukla,Nepal,LUA,VNLK,27.687778,86.731389,9100,5.75,N,146
Bhojpur,Bhojpur,Nepal,BHP,VNBJ,27.14743,87.050819,4000,5.75,N,146
Lamidanda,Lamidanda,Nepal,LDN,VNLD,27.253117,86.670044,4100,5.75,N,146
Jomsom,Jomsom,Nepal,JMO,VNJS,28.782222,83.7225,8800,5.75,N,146
Manang,Manang,Nepal,NGX,VNMA,28.633,84,11000,5.75,N,146
Phaplu,Phaplu,Nepal,PPL,VNPL,27.517,86.6,7918,5.75,N,146
Thamkharka,Thamkharka,Nepal,TMK,\N,27.052222,86.861944,6000,5.75,N,146
Rumjatar,Rumjatar,Nepal,RUM,VNRT,27.303509,86.55043,4500,5.75,N,146
Tulsipur,Dang,Nepal,DNP,VNDG,28.111111,82.294167,2100,5.75,N,146
Rukumkot,Rukumkot,Nepal,RUK,VNRK,28.627,82.195,2500,5.75,N,146
Jumla,Jumla,Nepal,JUM,VNJL,29.274167,82.193333,7700,5.75,N,146
Chaurjhari,Chaurjhari,Nepal,HRJ,VNCJ,28,83.833,4000,5.75,N,146
Taplejung,Taplejung,Nepal,TPJ,VNTJ,27.35,84.667,4000,5.75,N,146
Tumling Tar,Tumling Tar,Nepal,TMI,VNTR,27.315,87.193333,1700,5.75,N,146
Surkhet,Surkhet,Nepal,SKH,VNSK,28.586,81.636,2400,5.75,N,146
Simikot,Simikot,Nepal,IMK,VNST,29.971064,81.818932,9246,5.75,N,146
Dolpa,Dolpa,Nepal,DOP,VNDP,28.985718,82.819145,8200,5.75,N,146
Bajhang,Bajhang,Nepal,BJH,VNBG,29.53896,81.185364,4100,5.75,N,146
Dhangarhi,Dhangarhi,Nepal,DHI,VNDH,28.753333,80.581944,690,5.75,N,146
Mountain Airport,Mountain,Nepal,MWP,,28,85.333,0,5.75,N,146
Bharatpur Airport,Bharatpur,Nepal,BHR,VNBP,27.6781,84.4294,600,5.75,N,146
Chandragadhi Airport,Chandragarhi,Nepal,BDP,VNCG,26.570822,88.079578,300,5.75,N,146
Meghauli Airport,Meghauli,Nepal,MEY,VNMG,27.583,84.233,600,5.75,N,146
Nepalgunj Airport,Nepalgunj,Nepal,KEP,VNNG,28.103633,81.667006,540,5.75,N,146
Ramechhap,Ramechhap,Nepal,RHP,VNRC,27.394005,86.06144,1555,5.75,U,146
Syangboche,Syangboche,Nepal,SYH,VNSB,27.811187,86.712661,12309,5.75,N,146
Bajura Airport,Bajura,Nepal,BJU,VNBR,29.50611,81.66944,4606,5.75,N,146
Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.308613,4.763889,-11,1,E,147
Maastricht,Maastricht,Netherlands,MST,EHBK,50.911658,5.770144,375,1,E,147
Eindhoven,Eindhoven,Netherlands,EIN,EHEH,51.450139,5.374528,74,1,E,147
Eelde,Groningen,Netherlands,GRQ,EHGG,53.11972,6.579444,17,1,E,147
De Kooy,De Kooy,Netherlands,DHR,EHKD,52.923353,4.780625,3,1,E,147
Leeuwarden,Leeuwarden,Netherlands,LWR,EHLW,53.228611,5.760556,3,1,E,147
Rotterdam,Rotterdam,Netherlands,RTM,EHRD,51.956944,4.437222,-15,1,E,147
Soesterberg,Soesterberg,Netherlands,UTC,EHSB,52.1273,5.27619,66,1,E,147
Twenthe,Enschede,Netherlands,ENS,EHTW,52.27,6.874167,114,1,E,147
Valkenburg,Valkenburg,Netherlands,LID,EHVB,52.166139,4.417944,0,1,E,147
Woensdrecht,Woensdrecht,Netherlands,WOE,EHWO,51.449092,4.342031,63,1,E,147
Hilversum Railway Station,Hilversum,Netherlands,QYI,\N,52.226389,5.181667,3,1,E,147
Lelystad Airport,Lelystad,Netherlands,LEY,\N,52.4603,5.52722,12,1,E,147
Amsterdam Centraal,Amsterdam,Netherlands,ZYA,\N,52.378333,4.9,0,1,E,147
Amsterdam Centraal,Amsterdam,Netherlands,ZYA,\N,52.7873,4.90074,0,1,E,147
Volkel AB,Volkel,Netherlands,UDE,\N,51.656389,5.708611,72,1,E,147
Centraal,Rotterdam,Netherlands,QRH,\N,51.924444,4.469444,7,1,E,147
Flamingo,Kralendijk,Netherlands Antilles,BON,TNCB,12.131044,-68.268511,20,-4,U,147
Hato,Willemstad,Netherlands Antilles,CUR,TNCC,12.188853,-68.959803,29,-4,U,147
F D Roosevelt,Oranjestad,Netherlands Antilles,EUX,TNCE,17.496492,-62.979439,129,-4,U,147
Princess Juliana Intl,Philipsburg,Netherlands Antilles,SXM,TNCM,18.040953,-63.1089,14,-4,U,147
Juancho E. Yrausquin,Saba,Netherlands Antilles,SAB,TNCS,17.645278,-63.220556,60,-4,U,147
Kone,Kone,New Caledonia,KNQ,NWWD,-21.053428,164.837806,23,11,U,148
Koumac,Koumac,New Caledonia,KOC,NWWK,-20.546314,164.255625,42,11,U,148
Lifou,Lifou,New Caledonia,LIF,NWWL,-20.7748,167.239864,92,11,U,148
Magenta,Noumea,New Caledonia,GEA,NWWM,-22.258278,166.472806,10,11,U,148
Mare,Mare,New Caledonia,MEE,NWWR,-21.481678,168.037508,141,11,U,148
Touho,Touho,New Caledonia,TOU,NWWU,-20.790028,165.259486,10,11,U,148
Ouvea,Ouvea,New Caledonia,UVE,NWWV,-20.640556,166.572778,23,11,U,148
La Tontouta,Noumea,New Caledonia,NOU,NWWW,-22.014553,166.212972,52,11,U,148
Île des Pins Airport,Île des Pins,New Caledonia,ILP,NWWE,-22.5889,167.456,315,11,U,148
Belep Islands Airport,Waala,New Caledonia,BMY,NWWC,-19.7206,163.661,306,11,U,148
Tiga Airport,Tiga,New Caledonia,TGJ,NWWA,-21.0961,167.804,128,11,U,148
Auckland Intl,Auckland,New Zealand,AKL,NZAA,-37.008056,174.791667,23,12,Z,149
Taupo,Taupo,New Zealand,TUO,NZAP,-38.739723,176.084444,1335,12,Z,149
Ardmore,Ardmore,New Zealand,AMZ,NZAR,-37.029722,174.973333,111,12,Z,149
Christchurch Intl,Christchurch,New Zealand,CHC,NZCH,-43.489358,172.532225,123,12,Z,149
Chatham Islands,Chatham Island,New Zealand,CHT,NZCI,-43.81,-176.457222,43,12.75,Z,149
Dunedin,Dunedin,New Zealand,DUD,NZDN,-45.928055,170.198333,4,12,Z,149
Gisborne,Gisborne,New Zealand,GIS,NZGS,-38.663333,177.978333,15,12,Z,149
Glentanner,Glentanner,New Zealand,MON,NZGT,-43.906666,170.128333,1824,12,Z,149
Hokitika,Hokitika,New Zealand,HKK,NZHK,-42.713611,170.985278,146,12,Z,149
Hamilton,Hamilton,New Zealand,HLZ,NZHN,-37.866661,175.332056,172,12,Z,149
Kerikeri,Kerikeri,New Zealand,KKE,NZKK,-35.262779,173.911944,492,12,Z,149
Kaitaia,Kaitaia,New Zealand,KAT,NZKT,-35.07,173.285278,270,12,Z,149
Alexandra,Alexandra,New Zealand,ALR,NZLX,-45.211666,169.373333,752,12,Z,149
Mount Cook,Mount Cook,New Zealand,GTN,NZMC,-43.764999,170.133333,2153,12,Z,149
Manapouri,Manapouri,New Zealand,TEU,NZMO,-45.533056,167.65,687,12,Z,149
Masterton,Masterton,New Zealand,MRO,NZMS,-40.973333,175.633611,364,12,Z,149
New Plymouth,New Plymouth,New Zealand,NPL,NZNP,-39.008611,174.179167,97,12,Z,149
Nelson,Nelson,New Zealand,NSN,NZNS,-41.298333,173.221111,17,12,Z,149
Invercargill,Invercargill,New Zealand,IVC,NZNV,-46.412408,168.312992,5,12,Z,149
Oamaru,Oamaru,New Zealand,OAM,NZOU,-44.97,171.081667,99,12,Z,149
Palmerston North,Palmerston North,New Zealand,PMR,NZPM,-40.320556,175.616944,151,12,Z,149
Paraparaumu,Paraparaumu,New Zealand,PPQ,NZPP,-40.904722,174.989167,22,12,Z,149
Queenstown,Queenstown International,New Zealand,ZQN,NZQN,-45.021111,168.739167,1171,12,Z,149
Rotorua,Rotorua,New Zealand,ROT,NZRO,-38.109167,176.317222,935,12,Z,149
Tauranga,Tauranga,New Zealand,TRG,NZTG,-37.671944,176.19611,13,12,Z,149
Timaru,Timaru,New Zealand,TIU,NZTU,-44.302778,171.225278,89,12,Z,149
Woodbourne,Woodbourne,New Zealand,BHE,NZWB,-41.518333,173.870278,109,12,Z,149
Wanaka,Wanaka,New Zealand,WKA,NZWF,-44.722222,169.245556,1142,12,Z,149
Whakatane,Whakatane,New Zealand,WHK,NZWK,-37.920556,176.914167,20,12,Z,149
Wellington Intl,Wellington,New Zealand,WLG,NZWN,-41.327221,174.805278,41,12,Z,149
Whangarei,Whangarei,New Zealand,WRE,NZWR,-35.768333,174.365,133,12,Z,149
Westport,Westport,New Zealand,WSZ,NZWS,-41.738056,171.580833,13,12,Z,149
Wanganui,Wanganui,New Zealand,WAG,NZWU,-39.962222,175.025278,27,12,Z,149
Great Barrier Island,Claris,New Zealand,GBZ,NZGB,-36.1429,175.2819,10,12,Z,149
Milford Sound Airport,Milford Sound,New Zealand,MFN,NZMF,-44.67333,167.92333,10,12,Z,149
Napier,NAPIER,New Zealand,NPE,NZNR,-39.465833,176.87,6,12,Z,149
Kaikoura,Kaikoura,New Zealand,KBZ,NZKI,-42.416668,173.68333,19,12,Z,149
Koromiko,Picton,New Zealand,PCN,NZPN,-41.348333,173.955278,60,12,Z,149
Ryans Creek Aerodrome,Stewart Island,New Zealand,SZS,NZRC,-46.899693,168.101592,100,12,U,149
Whitianga Airport,Whitianga,New Zealand,WTZ,NZWT,-36.835833,175.700278,500,12,U,149
Takaka Aerodrome,Takaka,New Zealand,KTF,NZTK,-40.85,172.8,500,12,U,149
Fox Glacier Airstrip,Fox Glacier,New Zealand,FGL,\N,-43.4,170.033,475,12,Z,149
Motueka,Motueka,New Zealand,MZP,NZMK,-41.123299,172.988998,39,12,Z,149
Bluefields,Bluefields,Nicaragua,BEF,MNBL,11.990961,-83.774086,41,-6,U,150
Managua Intl,Managua,Nicaragua,MGA,MNMG,12.141494,-86.168178,194,-6,U,150
Puerto Cabezas,Puerto Cabezas,Nicaragua,PUZ,MNPC,14.047194,-83.386722,69,-6,U,150
Corn Island Airport,Corn Island,Nicaragua,RNI,MNCI,12.168611,-83.0675,26,-6,U,150
Bonanza Airport,Bonanza,Nicaragua,BZA,MNBZ,14.041667,-84.630556,597,-6,U,150
Rosita Airport,Rosita,Nicaragua,RFS,MNRT,13.897222,-84.404722,207,-6,U,150
Siuna Airport,Siuna,Nicaragua,SIU,MNSI,13.716667,-84.776944,480,-6,U,150
Waspam Airport,Waspam,Nicaragua,WSP,MNWP,14.737778,-83.975833,115,-6,U,150
Maradi,Maradi,Niger,MFQ,DRRM,13.502531,7.126753,1240,1,N,151
Diori Hamani,Niamey,Niger,NIM,DRRN,13.481547,2.183614,732,1,N,151
Tahoua,Tahoua,Niger,THZ,DRRT,14.875658,5.265358,1266,1,N,151
Manu Dayak,Agadez,Niger,AJY,DRZA,16.965997,8.000114,1657,1,N,151
Zinder,Zinder,Niger,ZND,DRZR,13.778997,8.983761,1516,1,N,151
Nnamdi Azikiwe Intl,Abuja,Nigeria,ABV,DNAA,9.006792,7.263172,1123,1,N,152
Akure,Akure,Nigeria,AKR,DNAK,7.246739,5.301008,1100,1,N,152
Benin,Benin,Nigeria,BNI,DNBE,6.316981,5.599503,258,1,N,152
Calabar,Calabar,Nigeria,CBQ,DNCA,4.976019,8.347197,210,1,N,152
Enugu,Enugu,Nigeria,ENU,DNEN,6.474272,7.561961,466,1,N,152
Gusau,Gusau,Nigeria,QUS,DNGU,12.171667,6.696111,1520,1,N,152
Ibadan,Ibadan,Nigeria,IBA,DNIB,7.362458,3.978333,725,1,N,152
Ilorin,Ilorin,Nigeria,ILR,DNIL,8.440211,4.493919,1126,1,N,152
Yakubu Gowon,Jos,Nigeria,JOS,DNJO,9.639828,8.86905,4232,1,N,152
Kaduna,Kaduna,Nigeria,KAD,DNKA,10.696025,7.320114,2073,1,N,152
Mallam Aminu Intl,Kano,Nigeria,KAN,DNKN,12.047589,8.524622,1562,1,N,152
Maiduguri,Maiduguri,Nigeria,MIU,DNMA,11.855347,13.08095,1099,1,N,152
Makurdi,Makurdi,Nigeria,MDI,DNMK,7.703883,8.613939,371,1,N,152
Murtala Muhammed,Lagos,Nigeria,LOS,DNMM,6.577369,3.321156,135,1,N,152
Minna New,Minna,Nigeria,MXJ,DNMN,9.652172,6.462256,834,1,N,152
Port Harcourt Intl,Port Hartcourt,Nigeria,PHC,DNPO,5.015494,6.949594,87,1,N,152
Sadiq Abubakar Iii Intl,Sokoto,Nigeria,SKO,DNSO,12.916322,5.207189,1010,1,N,152
Yola,Yola,Nigeria,YOL,DNYO,9.257553,12.430422,599,1,N,152
Zaria,Zaria,Nigeria,ZAR,DNZA,11.130192,7.685806,2170,1,N,152
Imo Airport,Imo,Nigeria,QOW,DNIM,5.42706,7.20603,373,1,N,152
Warri Airport,Osubi,Nigeria,QRW,DNSU,5.31,5.45,50,1,U,152
Niue International Airport,Alofi,Niue,IUE,NIUE,-19.080028,-169.925639,209,-11,U,153
Norfolk Island Intl,Norfolk Island,Norfolk Island,NLK,YSNF,-29.041625,167.938742,371,11.5,U,154
Pyongyang Intl,Pyongyang,North Korea,FNJ,ZKPY,39.224061,125.67015,117,9,U,155
Haeju Airport,Haeju,North Korea,HAE,\N,38.00543,125.77863,131,9,U,155
Sondok Airport,Hamhung,North Korea,DSO,\N,39.747333,127.474611,0,9,U,155
Samjiyon Airport,Samjiyon,North Korea,YJS,\N,41.907167,128.409889,0,9,U,155
Chongjin Airport,Chongjin,North Korea,RGO,ZZ07,41.4297,129.6488,0,9,U,155
Rota Intl,Rota,Northern Mariana Islands,ROP,PGRO,14.174308,145.242536,607,10,U,156
Francisco C Ada Saipan Intl,Saipan,Northern Mariana Islands,SPN,PGSN,15.119003,145.729356,215,10,U,156
Tinian Intl,West Tinian,Northern Mariana Islands,TIQ,PGWT,14.999203,145.61935,271,10,U,156
Vigra,Alesund,Norway,AES,ENAL,62.560372,6.110164,69,1,E,157
Andenes,Andoya,Norway,ANX,ENAN,69.2925,16.144167,43,1,E,157
Alta,Alta,Norway,ALF,ENAT,69.976111,23.371667,9,1,E,157
Bronnoy,Bronnoysund,Norway,BNN,ENBN,65.461111,12.2175,25,1,E,157
Bodo,Bodo,Norway,BOO,ENBO,67.269167,14.365278,42,1,E,157
Flesland,Bergen,Norway,BGO,ENBR,60.293386,5.218142,170,1,E,157
Batsfjord,Batsfjord,Norway,BJF,ENBS,70.600278,29.6925,490,1,E,157
Kjevik,Kristiansand,Norway,KRS,ENCN,58.204214,8.085369,57,1,E,157
Bardufoss,Bardufoss,Norway,BDU,ENDU,69.055758,18.540356,252,1,E,157
Evenes,Harstad/Narvik,Norway,EVE,ENEV,68.4913,16.678108,84,1,E,157
Leirin,Fagernes,Norway,VDB,ENFG,61.015556,9.288056,2697,1,E,157
Floro,Floro,Norway,FRO,ENFL,61.583611,5.024722,37,1,E,157
Gardermoen,Oslo,Norway,OSL,ENGM,60.193917,11.100361,681,1,E,157
Karmoy,Haugesund,Norway,HAU,ENHD,59.345267,5.208364,86,1,E,157
Hasvik,Hasvik,Norway,HAA,ENHK,70.486675,22.139744,21,1,E,157
Kvernberget,Kristiansund,Norway,KSU,ENKB,63.111781,7.824522,204,1,E,157
Hoybuktmoen,Kirkenes,Norway,KKN,ENKR,69.725781,29.891295,283,1,E,157
Lista,Farsund,Norway,FAN,ENLI,58.099486,6.62605,29,1,E,157
Aro,Molde,Norway,MOL,ENML,62.744722,7.2625,10,1,E,157
Kjaerstad,Mosjoen,Norway,MJF,ENMS,65.783997,13.214914,237,1,E,157
Banak,Lakselv,Norway,LKL,ENNA,70.068814,24.973489,25,1,E,157
Notodden,Notodden,Norway,NTB,ENNO,59.565683,9.212222,63,1,E,157
Orland,Orland,Norway,OLA,ENOL,63.698908,9.604003,28,1,E,157
Roros,Roros,Norway,RRS,ENRO,62.578411,11.342347,2054,1,E,157
Moss,Rygge,Norway,RYG,ENRY,59.378933,10.785389,174,1,E,157
Longyear,Svalbard,Norway,LYR,ENSB,78.246111,15.465556,88,1,E,157
Geiteryggen,Skien,Norway,SKE,ENSN,59.185,9.566944,463,1,E,157
Sorstokken,Stord,Norway,SRP,ENSO,59.791925,5.34085,160,1,E,157
Stokka,Sandnessjoen,Norway,SSJ,ENST,65.956828,12.468944,56,1,E,157
Langnes,Tromso,Norway,TOS,ENTC,69.683333,18.918919,31,1,E,157
Torp,Sandefjord,Norway,TRF,ENTO,59.186703,10.258628,286,1,E,157
Vaernes,Trondheim,Norway,TRD,ENVA,63.457556,10.92425,56,1,E,157
Sola,Stavanger,Norway,SVG,ENZV,58.876778,5.637856,29,1,E,157
Gardermoen Airport,Oslo,Norway,GEN,\N,60.1939,11.1004,681,1,E,157
Skagen,Stokmarknes,Norway,SKN,ENSK,68.580833,15.026111,11,1,E,157
Hammerfest Airport,Hammerfest,Norway,HFT,ENHF,70.679722,23.668889,799,1,E,157
Valan,Honningsvag,Norway,HVG,ENHV,70.99,25.83,46,1,E,157
Mehamn,Mehamn,Norway,MEH,ENMR,71.029722,27.826667,41,1,E,157
Airport,Vadso,Norway,VDS,ENVD,70.065,29.844,127,1,E,157
Hovden,Orsta-Volda,Norway,HOV,ENOV,62.18,6.0742,242,1,E,157
Framnes,Narvik,Norway,NVK,ENNK,68.435833,17.388056,97,1,E,157
Berlevag,Berlevag,Norway,BVG,ENBV,70.866667,29,43,1,E,157
Fornebu,Oslo,Norway,FBU,ENFB,59.883333,10.616667,56,1,E,157
Forde Bringeland,Forde,Norway,FDE,\N,61.392,5.763,1034,1,E,157
Værøy Heliport,Værøy,Norway,VRY,ENVR,67.6667,12.6833,36,1,E,157
Svartnes Airport,Vardø,Norway,VAW,ENSS,70.355392,31.044889,42,1,E,157
Sorkjosen Airport,Sorkjosen,Norway,SOJ,ENSR,69.7868,20.9594,16,1,E,157
Svolvær Helle Airport,Svolvær,Norway,SVJ,ENSH,68.2433,14.6692,27,1,E,157
Sogndal Airport,Sogndal,Norway,SOG,ENSG,61.1561,7.13778,0,1,E,157
Anda Airport,Sandane,Norway,SDN,ENSD,61.83,6.10583,196,1,E,157
Røst Airport,Røst,Norway,RET,ENRS,67.5278,12.1033,7,1,E,157
Ryum Airport,Rørvik,Norway,RVK,ENRM,64.8383,11.1461,14,1,E,157
Røssvoll Airport,Mo i Rana,Norway,MQN,ENRA,66.3639,14.3014,229,1,E,157
Namsos Høknesøra Airport,Namsos,Norway,OSY,ENNM,64.4722,11.5786,7,1,E,157
Leknes Airport,Leknes,Norway,LKN,ENLK,68.1525,13.6094,78,1,E,157
Jan Mayensfield,Jan Mayen,Norway,ZXB,ENJA,70.961111,-8.575833,33,1,E,157
Stafsberg Airport,Hamar,Norway,HMR,ENHA,60.8181,11.068,713,1,E,157
Khasab,Khasab,Oman,KHS,OOKB,26.170986,56.240569,100,4,U,158
Masirah,Masirah,Oman,MSH,OOMA,20.675434,58.890467,64,4,U,158
Seeb Intl,Muscat,Oman,MCT,OOMS,23.593278,58.284444,48,4,U,158
Salalah,Salalah,Oman,SLL,OOSA,17.038719,54.091297,73,4,U,158
Thumrait,Thumrait,Oman,TTH,OOTH,17.666,54.024612,1570,4,U,158
Marmul,Marmul,Oman,OMM,OONR,18.133333,55.266666,900,4,N,158
Faisalabad Intl,Faisalabad,Pakistan,LYP,OPFA,31.365014,72.994842,591,5,N,159
Gwadar,Gwadar,Pakistan,GWD,OPGD,25.233308,62.329494,36,5,N,159
Gilgit,Gilgit,Pakistan,GIL,OPGT,35.918786,74.333644,4796,5,N,159
Jinnah Intl,Karachi,Pakistan,KHI,OPKC,24.906547,67.160797,100,5,N,159
Allama Iqbal Intl,Lahore,Pakistan,LHE,OPLA,31.521564,74.403594,712,5,N,159
Muzaffarabad,Muzaffarabad,Pakistan,MFG,OPMF,34.339022,73.508639,2691,5,N,159
Moenjodaro,Moenjodaro,Pakistan,MJD,OPMJ,27.335156,68.143053,154,5,N,159
Multan Intl,Multan,Pakistan,MUX,OPMT,30.203222,71.419111,403,5,N,159
Nawabshah,Nawabshah,Pakistan,WNS,OPNH,26.219442,68.390053,95,5,N,159
Panjgur,Panjgur,Pakistan,PJG,OPPG,26.954547,64.132517,3289,5,N,159
Pasni,Pasni,Pakistan,PSI,OPPI,25.290487,63.345083,33,5,N,159
Peshawar Intl,Peshawar,Pakistan,PEW,OPPS,33.993911,71.514581,1158,5,N,159
Quetta,Quetta,Pakistan,UET,OPQT,30.251369,66.937764,5267,5,N,159
Sheikh Zayed,Rahim Yar Khan,Pakistan,RYK,OPRK,28.3839,70.279572,271,5,N,159
Chaklala,Islamabad,Pakistan,ISB,OPRN,33.616653,73.099233,1668,5,N,159
Rawalakot,Rawala Kot,Pakistan,RAZ,OPRT,33.849658,73.798147,5479,5,N,159
Sukkur,Sukkur,Pakistan,SKZ,OPSK,27.721989,68.791683,196,5,N,159
Saidu Sharif,Saidu Sharif,Pakistan,SDT,OPSS,34.813556,72.352814,3183,5,N,159
Sui,Sui,Pakistan,SUL,OPSU,28.645142,69.176917,763,5,N,159
Talhar,Talhar,Pakistan,BDN,OPTH,24.841519,68.838408,28,5,N,159
Zhob,Zhob,Pakistan,PZH,OPZB,31.358381,69.463606,4728,5,N,159
Turbat International Airport,Turbat,Pakistan,TUK,OPTU,25.986369,63.030167,498,5,N,159
Sehwan Sharif Airport,Sehwan Sharif,Pakistan,SYW,OPSN,26.4731,67.7172,121,5,N,159
Skardu Airport,Skardu,Pakistan,KDU,OPSD,35.335508,75.536047,7316,5,N,159
Parachinar Airport,Parachinar,Pakistan,PAJ,OPPC,33.9021,70.0716,5800,5,N,159
Ormara Airport,Ormara Raik,Pakistan,ORW,OPOR,25.2747,64.586,10,5,N,159
Khuzdar Airport,Khuzdar,Pakistan,KDD,OPKH,27.7906,66.6473,4012,5,N,159
Hyderabad Airport,Hyderabad,Pakistan,HDD,OPKD,25.3181,68.3661,130,5,N,159
Jiwani Airport,Jiwani,Pakistan,JIW,OPJI,25.0678,61.8054,186,5,N,159
Dera Ismael Khan Airport,Dera Ismael Khan,Pakistan,DSK,OPDI,31.909422,70.896639,594,5,N,159
Dera Ghazi Khan Airport,Dera Ghazi Khan,Pakistan,DEA,OPDG,29.961011,70.485925,492,5,N,159
Dalbandin Airport,Dalbandin,Pakistan,DBA,OPDB,28.8783,64.3998,2800,5,N,159
Chitral Airport,Chitral,Pakistan,CJL,OPCH,35.886592,71.800578,4920,5,N,159
Bahawalpur Airport,Bahawalpur,Pakistan,BHV,OPBW,29.3481,71.717981,392,5,N,159
Bannu Airport,Bannu,Pakistan,BNP,OPBN,32.9729,70.5279,1325,5,N,159
Sialkot Airport,Sialkot,Pakistan,SKT,OPST,32.5356,74.3639,810,5,N,159
Babelthuap,Babelthuap,Palau,ROR,PTRO,7.367303,134.544278,176,9,U,160
Peleliu Airfield,Peleliu,Palau,C23,\N,6.998333,134.232778,9,9,U,160
Yasser Arafat Intl,Gaza,Palestine,GZA,LVGZ,31.246389,34.276111,320,2,U,161
Bocas Del Toro Intl,Bocas Del Toro,Panama,BOC,MPBO,9.340853,-82.250842,10,-5,U,162
Cap Manuel Nino Intl,Changuinola,Panama,CHX,MPCH,9.458636,-82.516806,19,-5,U,162
Enrique Malek Intl,David,Panama,DAV,MPDA,8.391003,-82.434992,89,-5,U,162
Howard,Howard,Panama,HOW,MPHO,8.914794,-79.599633,52,-5,U,162
Marcos A Gelabert Intl,Panama,Panama,PAC,MPMG,8.973339,-79.555583,31,-5,U,162
Tocumen Intl,Panama City,Panama,PTY,MPTO,9.071364,-79.383453,135,-5,U,162
Sambu Airport,Boca de Sábalo,Panama,SAX,,8.017,-78.2,32,-5,U,162
Contadora Airport,Contadora Island,Panama,OTD,,8.62876,-79.0347,14,-5,U,162
EL Real Airport,El Real,Panama,ELE,,8.133,-77.7,57,-5,U,162
Bahia Piña Airport,Bahia Piña,Panama,BFQ,,7.583,-78.2,14,-5,U,162
Captain Ramon Xatruch Airport,La Palma,Panama,PLP,MPLP,8.40667,-78.1417,30,-5,U,162
Jaqué Airport,Jaqué,Panama,JQE,MPJE,7.51778,-78.1572,29,-5,U,162
Enrique Adolfo Jimenez Airport,Colón,Panama,ONX,MPEJ,9.35664,-79.8674,25,-5,U,162
Alonso Valderrama Airport,Chitré,Panama,CTD,MPCE,7.98784,-80.4097,33,-5,U,162
Rio Sidra,Rio Sidra,Panama,RSI,\N,8.966667,-80.333336,10,-5,U,162
Playon Chico,Playon Chico,Panama,PYC,\N,9.303333,-78.236111,10,-5,U,162
Ustupo,Ustupo,Panama,UTU,\N,9.137778,-77.933611,10,-5,U,162
Mamitupo,Mamitupo,Panama,MPU,\N,9.186667,-77.984167,10,-5,U,162
El Porvenir,El Porvenir,Panama,PVE,\N,9.559167,-78.971111,5,-5,U,162
